MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,BldgType,OverallQual,OverallCond,RoofStyle,RoofMatl,Exterior1st,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageArea,PavedDrive,WoodDeckSF,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,Pool,GarageQuality,HouseAge,GarageAge,Remodel,TotalBath,WeightTotalBsmtSF,TotalPorchSF,Condition2Renew,PUD,SFoyer,Floor,Finish,Slvl,Interest,Rank,Qrtr
3,60.0,9600,Pave,3,Lvl,AllPub,Inside,0,Sawyer,Norm,1Fam,4,7,Gable,CompShg,VinylSd,None,0.0,3,3,CBlock,4,3,1,4,442,1,0,625,1067,GasA,3,1,SBrkr,1067,0,0,1067,2,1,4,4,4,0,0,Attchd,1,2,436,Y,290,0,0,None,None,0,2,2010,WD,Normal,128000,0,3.0,15,14.0,1,2.0,2393,0,0,0,0,1.0,1,0,0.12642857142857145,2.3333333333333335,1
1,90.0,8100,Pave,3,Lvl,AllPub,Inside,0,OldTown,Norm,1Fam,5,6,Gable,CompShg,VinylSd,None,0.0,3,3,BrkTil,3,3,1,3,338,1,0,1221,1559,GasA,4,1,SBrkr,1559,0,0,1559,2,1,3,5,4,0,0,Detchd,1,2,812,Y,0,0,0,GdWo,None,0,6,2007,COD,Normal,153500,0,3.0,34,59.0,1,2.0,2235,346,0,0,0,1.0,1,0,5.254,2.1258333333333335,2
1,21.0,1680,Pave,3,Lvl,AllPub,Inside,0,BrDale,Norm,Twnhs,6,5,Gable,CompShg,HdBoard,BrkFace,158.0,3,3,CBlock,3,3,1,4,330,1,0,153,483,GasA,3,1,SBrkr,483,504,0,987,2,1,3,5,5,0,0,Detchd,1,1,264,Y,0,0,0,None,None,0,11,2008,WD,Normal,100000,0,3.0,35,35.0,1,2.5,1473,0,0,1,0,2.0,1,0,0.38766666666666655,2.1258333333333335,4
3,75.0,9525,Pave,3,Lvl,AllPub,Inside,0,CollgCr,Norm,1Fam,5,6,Gable,CompShg,VinylSd,None,0.0,3,3,PConc,4,3,1,1,0,1,0,1099,1099,GasA,5,1,SBrkr,1099,0,0,1099,3,1,4,6,5,0,0,Attchd,1,1,352,Y,278,0,0,None,None,0,6,2008,WD,Normal,144000,0,3.0,2,9.0,1,1.5,1099,0,0,0,0,1.0,1,0,2.001,2.1258333333333335,2
3,70.0,11767,Pave,3,Lvl,AllPub,Inside,0,Edwards,Norm,1Fam,5,6,Gable,CompShg,MetalSd,None,0.0,3,3,CBlock,3,3,1,4,352,1,0,416,768,GasA,5,1,SBrkr,768,432,0,1200,3,1,3,6,5,0,0,Detchd,1,1,240,Y,0,0,0,None,None,0,5,2008,WD,Normal,130500,0,3.0,13,62.0,1,1.0,1824,0,0,0,0,1.5,1,0,1.9783870967741928,2.0,2
2,0.0,12155,Pave,2,Lvl,AllPub,Inside,0,SWISU,Norm,1Fam,6,8,Gable,CompShg,Wd Sdng,None,0.0,3,3,BrkTil,3,3,1,4,156,1,0,516,672,GasA,3,0,SBrkr,810,672,0,1482,4,1,2,7,5,0,0,Detchd,1,1,400,P,0,0,0,None,None,0,3,2008,WD,Normal,140000,0,3.0,58,74.0,1,2.0,1140,254,0,0,0,2.0,1,0,2.6103225806451613,2.1258333333333335,1
1,60.0,10440,Pave,3,Lvl,AllPub,Inside,0,OldTown,Norm,1Fam,5,8,Gable,CompShg,MetalSd,None,0.0,3,3,PConc,3,3,1,1,0,1,0,650,650,GasA,4,1,SBrkr,958,581,0,1539,3,1,4,8,5,1,1,Detchd,1,2,686,P,70,0,0,None,None,0,6,2008,WD,Normal,157500,0,3.5,6,25.0,1,2.0,650,146,0,0,0,2.0,1,0,2.001,2.1258333333333335,2
3,82.0,9020,Pave,3,Lvl,AllPub,Inside,0,NAmes,Norm,1Fam,6,7,Gable,CompShg,HdBoard,BrkFace,183.0,3,3,CBlock,3,3,4,3,312,5,539,276,1127,GasA,3,1,SBrkr,1165,0,0,1165,3,1,3,6,5,0,0,Attchd,2,2,490,Y,0,0,0,GdPrv,None,0,5,2008,WD,Normal,174900,0,4.0,42,42.0,1,2.5,3631,129,0,0,0,1.5,1,0,1.9783870967741928,2.6666666666666665,2
3,80.0,8000,Pave,3,Lvl,AllPub,Corner,0,NAmes,Artery,Duplex,5,4,Gable,CompShg,BrkFace,None,0.0,3,3,CBlock,3,3,1,1,0,1,0,1800,1800,GasA,5,0,SBrkr,1800,0,0,1800,6,2,3,10,5,0,0,None,0,0,0,Y,0,0,0,None,None,0,7,2007,WD,Normal,141000,0,0.0,46,46.0,1,2.0,1800,0,1,0,0,1.0,1,0,5.258387096774194,2.6666666666666665,3
1,100.0,12665,Pave,2,Lvl,AllPub,Inside,0,OldTown,Artery,1Fam,5,8,Gable,CompShg,Wd Sdng,None,0.0,3,3,BrkTil,3,3,2,1,0,1,0,876,876,GasA,4,1,SBrkr,876,540,0,1416,4,1,3,7,5,1,4,Detchd,1,3,720,Y,418,0,0,None,None,0,6,2008,WD,Normal,153900,0,3.0,58,59.0,1,1.5,876,194,1,0,0,1.5,1,0,2.001,2.1258333333333335,2
3,0.0,16647,Pave,2,Lvl,AllPub,CulDSac,0,Sawyer,RRAe,1Fam,5,5,Gable,CompShg,HdBoard,None,0.0,3,3,CBlock,4,3,4,5,1390,1,0,0,1390,GasA,3,1,SBrkr,1701,0,0,1701,3,1,3,6,4,2,3,Basment,3,2,611,Y,0,0,0,None,None,0,1,2007,WD,Normal,171000,0,3.0,26,32.0,1,3.0,6950,0,1,0,1,1.5,1,0,5.2483870967741915,2.3333333333333335,1
3,75.0,9317,Pave,3,Lvl,AllPub,Inside,0,SawyerW,Norm,1Fam,7,5,Gable,CompShg,HdBoard,BrkFace,137.0,4,3,PConc,4,3,1,5,513,1,0,227,740,GasA,5,1,SBrkr,1006,769,0,1775,3,1,4,7,5,1,3,Attchd,1,2,425,Y,234,0,0,None,None,0,7,2009,WD,Normal,213000,0,3.0,16,16.0,1,3.5,2792,264,0,0,0,2.0,1,0,0.1558064516129032,2.1258333333333335,3
3,36.0,15523,Pave,2,Lvl,AllPub,CulDSac,0,CollgCr,Norm,1Fam,5,6,Gable,CompShg,HdBoard,None,0.0,3,3,CBlock,3,3,3,4,460,1,0,404,864,GasA,5,1,SBrkr,864,0,0,864,3,1,3,5,5,1,2,Attchd,1,1,338,Y,0,0,0,None,None,0,8,2009,WD,Normal,133500,0,3.0,37,37.0,1,2.0,2244,0,0,0,0,1.0,1,0,0.16032258064516125,2.1258333333333335,3
3,75.0,45600,Pave,1,Bnk,AllPub,Inside,0,ClearCr,Norm,1Fam,6,8,Gable,CompShg,Wd Sdng,None,0.0,3,3,BrkTil,3,3,1,1,0,1,0,907,907,GasA,3,1,SBrkr,1307,1051,0,2358,5,1,3,10,5,1,4,Detchd,1,2,360,Y,486,0,0,None,None,0,9,2008,WD,Normal,240000,0,2.5,11,100.0,1,3.0,907,215,0,0,0,1.5,1,0,1.8116666666666659,2.1258333333333335,3
3,80.0,9600,Pave,3,Lvl,AllPub,FR2,0,Veenker,Feedr,1Fam,6,7,Hip,CompShg,Plywood,BrkFace,360.0,4,4,CBlock,3,3,1,1,0,1,0,528,528,GasA,5,1,SBrkr,1094,761,0,1855,3,1,3,7,5,1,3,Attchd,2,2,512,Y,113,0,0,None,None,0,8,2007,WD,Normal,187000,0,3.0,13,31.0,1,2.5,528,100,1,0,0,1.5,1,0,5.022258064516129,2.1258333333333335,3
1,36.0,4435,Pave,3,Lvl,AllPub,Inside,0,CollgCr,Norm,TwnhsE,6,5,Gable,CompShg,VinylSd,BrkFace,170.0,4,3,PConc,4,3,3,6,659,1,0,189,848,GasA,5,1,SBrkr,848,0,0,848,1,1,4,3,5,0,0,Attchd,3,2,420,Y,140,0,0,None,None,0,11,2007,WD,Normal,131500,0,3.0,4,4.0,1,2.0,4143,0,0,1,0,1.0,1,0,4.486666666666668,2.1258333333333335,4
3,0.0,3196,Pave,3,Lvl,AllPub,Inside,0,Blmngtn,Norm,TwnhsE,8,5,Gable,CompShg,VinylSd,BrkFace,40.0,4,3,PConc,4,3,4,1,0,1,0,1273,1273,GasA,5,1,SBrkr,1456,0,0,1456,2,1,4,7,5,1,3,Attchd,3,2,400,Y,143,0,0,None,None,0,5,2006,WD,Normal,215000,0,3.0,3,3.0,1,2.0,1273,20,0,1,0,1.0,1,0,4.940322580645163,2.1258333333333335,2
3,53.0,7128,Pave,3,Lvl,AllPub,Inside,0,Crawfor,Norm,1Fam,7,5,Gable,CompShg,MetalSd,None,0.0,3,4,CBlock,3,3,1,3,364,1,0,554,918,GasA,4,1,SBrkr,918,728,0,1646,4,1,3,7,5,2,4,Detchd,1,1,240,Y,0,0,0,MnPrv,None,0,8,2007,WD,Normal,164000,0,3.0,57,66.0,1,2.0,1646,126,0,0,0,2.5,0,0,5.022258064516129,2.1258333333333335,3
3,0.0,12095,Pave,2,Lvl,AllPub,Corner,0,NAmes,Norm,1Fam,6,6,Gable,CompShg,MetalSd,BrkFace,115.0,3,4,CBlock,3,3,4,3,564,1,0,563,1127,GasA,3,1,SBrkr,1445,0,0,1445,3,1,3,7,5,1,2,Attchd,2,2,645,Y,180,0,0,MnPrv,None,0,8,2009,WD,Normal,158000,0,3.0,45,45.0,1,1.5,2255,0,0,0,0,1.5,1,0,0.16032258064516125,2.6666666666666665,3
3,102.0,17920,Pave,3,Lvl,AllPub,Inside,0,Sawyer,Norm,1Fam,5,4,Hip,CompShg,Wd Sdng,None,0.0,3,3,CBlock,3,3,2,5,306,3,1085,372,1763,GasA,3,1,SBrkr,1779,0,0,1779,3,1,3,6,5,1,4,Attchd,1,2,454,Y,0,0,0,None,None,0,7,2006,WD,Abnorml,170000,0,3.0,32,51.0,1,2.5,4785,730,0,0,0,1.0,1,0,5.235161290322582,2.3333333333333335,3
3,0.0,6897,Pave,2,Lvl,AllPub,Corner,0,Sawyer,Norm,1Fam,5,8,Gable,CompShg,HdBoard,None,0.0,3,4,CBlock,3,3,1,5,659,1,0,381,1040,GasA,5,1,SBrkr,1040,0,0,1040,3,1,3,6,5,0,0,Detchd,1,1,260,Y,0,0,0,None,None,0,4,2010,WD,Normal,127000,0,3.0,0,48.0,1,2.5,3676,104,0,0,0,1.0,1,0,0.1983333333333334,2.3333333333333335,2
3,0.0,10970,Pave,2,Low,AllPub,Inside,1,CollgCr,Norm,1Fam,6,6,Gable,CompShg,Plywood,None,0.0,3,3,CBlock,4,4,4,6,505,2,435,0,940,GasA,3,1,SBrkr,1026,0,0,1026,3,1,3,5,5,0,0,Detchd,1,2,576,Y,0,0,0,MnPrv,None,0,10,2008,WD,Normal,147000,0,2.5,30,27.0,1,2.0,3900,34,0,0,0,1.5,1,0,0.9693548387096774,2.1258333333333335,4
3,65.0,8125,Pave,3,Lvl,AllPub,Inside,0,Gilbert,Norm,1Fam,6,5,Gable,CompShg,HdBoard,None,0.0,3,3,PConc,4,3,1,1,0,1,0,702,702,GasA,4,1,SBrkr,702,779,0,1481,3,1,3,6,5,1,3,Attchd,3,2,343,Y,0,0,0,None,None,0,3,2009,WD,Normal,174000,0,3.0,14,15.0,1,2.5,702,36,0,0,0,2.0,1,0,0.18064516129032265,1.0,1
3,80.0,10400,Pave,3,Lvl,AllPub,Inside,0,NWAmes,Norm,1Fam,7,5,Gable,CompShg,HdBoard,BrkFace,189.0,3,3,CBlock,4,3,1,1,0,1,0,1090,1090,GasA,3,1,SBrkr,1370,0,0,1370,3,1,3,6,5,1,3,Attchd,2,2,479,Y,0,0,0,MnPrv,None,0,6,2009,WD,Family,152000,0,3.0,33,33.0,1,2.0,1090,0,0,0,0,1.0,1,0,0.2063333333333333,1.5,2
3,0.0,11029,Pave,2,Lvl,AllPub,Corner,0,NWAmes,PosA,1Fam,6,7,Gable,CompShg,HdBoard,BrkFace,220.0,3,3,CBlock,3,3,2,4,619,1,0,435,1054,GasA,3,1,SBrkr,1512,1142,0,2654,4,1,4,9,5,1,4,Attchd,1,2,619,Y,0,0,0,None,None,0,8,2006,WD,Normal,250000,0,3.0,22,38.0,1,3.5,2911,287,1,0,0,2.0,1,0,5.2464516129032255,1.5,3
3,55.0,7642,Pave,3,Lvl,AllPub,Corner,0,Crawfor,Norm,1Fam,7,8,Gable,CompShg,Wd Sdng,None,0.0,4,3,BrkTil,3,3,1,1,0,1,0,912,912,GasA,4,1,SBrkr,912,514,0,1426,3,1,4,7,5,1,4,Detchd,1,1,216,Y,0,0,0,GdPrv,None,0,6,2007,WD,Normal,189950,0,3.0,9,82.0,1,1.5,912,240,0,0,0,1.5,1,0,5.254,2.1258333333333335,2
3,75.0,11625,Pave,3,Lvl,AllPub,Inside,0,Sawyer,Norm,2fmCon,5,4,Hip,CompShg,Plywood,None,0.0,3,3,PConc,3,3,2,4,841,1,0,198,1039,GasA,5,1,SBrkr,1039,0,0,1039,3,1,3,6,5,0,0,Attchd,1,2,504,Y,0,0,0,None,None,0,4,2010,WD,Normal,131500,0,3.0,45,45.0,1,2.5,3562,0,0,0,0,1.0,1,0,0.1983333333333334,2.3333333333333335,2
3,81.0,9672,Pave,3,Lvl,AllPub,Corner,0,SawyerW,Norm,1Fam,6,5,Hip,CompShg,HdBoard,None,0.0,3,3,PConc,4,3,1,6,338,1,0,702,1040,GasA,3,1,SBrkr,1097,0,0,1097,3,1,3,6,5,0,0,Attchd,1,2,480,Y,0,0,0,GdPrv,None,0,5,2010,WD,Normal,152000,0,3.0,25,24.0,1,2.0,2730,0,0,0,0,1.0,1,0,0.2006451612903227,2.1258333333333335,2
3,70.0,7931,Pave,3,Lvl,AllPub,Inside,0,NAmes,Norm,1Fam,5,5,Hip,CompShg,BrkFace,None,0.0,3,3,CBlock,3,3,1,4,1148,1,0,0,1148,GasA,3,1,SBrkr,1148,0,0,1148,3,1,3,6,5,0,0,Attchd,1,1,672,Y,0,0,0,GdPrv,None,0,7,2009,WD,Normal,132500,0,3.0,50,50.0,1,2.0,4592,0,0,0,0,1.0,1,0,0.1558064516129032,2.6666666666666665,3
4,72.0,8640,Pave,3,Lvl,AllPub,Inside,0,Somerst,Norm,1Fam,7,5,Gable,CompShg,VinylSd,None,0.0,4,3,PConc,5,3,1,1,0,1,0,1372,1372,GasA,5,1,SBrkr,1372,0,0,1372,3,1,4,6,5,0,0,Attchd,3,2,529,Y,0,0,0,None,None,0,5,2008,New,Partial,250580,0,3.0,0,0.0,1,2.0,1372,140,0,0,0,1.0,1,0,1.9783870967741928,2.1258333333333335,2
3,0.0,8750,Pave,2,Lvl,AllPub,Inside,0,NAmes,Norm,1Fam,5,6,Gable,CompShg,MetalSd,BrkFace,76.0,3,3,CBlock,3,3,1,4,828,1,0,174,1002,GasA,3,1,SBrkr,1002,0,0,1002,3,1,3,5,5,0,0,Detchd,1,2,902,Y,0,0,0,MnPrv,None,0,8,2009,WD,Normal,148500,0,3.0,39,36.0,1,2.0,3486,0,0,0,0,1.0,1,0,0.16032258064516125,2.6666666666666665,3
3,67.0,10656,Pave,2,HLS,AllPub,Inside,0,Timber,Norm,1Fam,8,5,Gable,CompShg,VinylSd,Stone,274.0,4,3,PConc,4,3,3,1,0,1,0,1638,1638,GasA,5,1,SBrkr,1646,0,0,1646,3,1,4,6,5,1,4,Attchd,2,3,870,Y,192,0,0,None,None,0,11,2007,New,Partial,248900,0,3.0,0,0.0,1,2.0,1638,80,0,0,0,1.0,1,0,4.486666666666668,2.1258333333333335,4
3,85.0,6970,Pave,3,Lvl,AllPub,Corner,0,Sawyer,Feedr,1Fam,4,5,Gable,CompShg,VinylSd,None,0.0,3,3,CBlock,3,3,1,5,932,1,0,108,1040,GasA,3,1,SBrkr,1120,0,0,1120,3,1,2,5,5,0,0,Attchd,2,2,544,Y,168,0,0,None,Shed,400,5,2007,WD,Normal,129000,0,3.0,46,46.0,1,2.5,4768,0,1,0,0,1.0,1,0,5.253548387096774,2.3333333333333335,2
3,0.0,14762,Pave,1,Lvl,AllPub,Corner,0,Gilbert,Feedr,1Fam,5,6,Gable,CompShg,Plywood,None,0.0,3,3,Slab,0,0,0,0,0,0,0,0,0,GasA,4,1,SBrkr,1547,720,53,2320,2,1,3,7,5,1,3,Attchd,1,2,672,P,120,0,0,None,None,0,5,2006,WD,Normal,169000,0,3.0,56,27.0,1,2.0,0,144,1,0,0,2.0,1,0,4.940322580645163,1.0,2
3,80.0,9938,Pave,3,Lvl,AllPub,Inside,0,SawyerW,Norm,1Fam,7,5,Gable,CompShg,MetalSd,BrkFace,246.0,4,3,PConc,4,3,1,6,750,1,0,300,1050,GasA,5,1,SBrkr,1062,887,0,1949,3,1,4,8,5,1,3,Attchd,3,2,574,Y,156,0,0,GdPrv,None,0,6,2010,WD,Normal,236000,0,3.0,16,17.0,1,3.5,4800,90,0,0,0,2.0,1,0,0.1766666666666667,2.1258333333333335,2
3,60.0,6600,Pave,3,Lvl,AllPub,Inside,0,NAmes,PosN,1Fam,5,5,Hip,CompShg,MetalSd,None,0.0,3,3,CBlock,3,3,1,1,0,1,0,894,894,GasA,4,0,SBrkr,894,0,0,894,2,1,3,5,5,0,0,Detchd,1,1,308,Y,0,0,0,None,None,0,8,2009,WD,Normal,109500,0,3.0,47,47.0,1,1.0,894,0,1,0,0,1.0,1,0,0.16032258064516125,2.6666666666666665,3
3,70.0,8750,Pave,3,Lvl,AllPub,Inside,0,CollgCr,Norm,1Fam,6,5,Gable,CompShg,VinylSd,BrkFace,116.0,3,3,PConc,4,3,1,6,505,1,0,299,804,GasA,5,1,SBrkr,804,878,0,1682,3,1,4,7,5,0,0,Attchd,2,2,523,Y,0,0,0,None,None,0,6,2010,WD,Normal,200500,0,3.0,12,12.0,1,2.5,3329,77,0,0,0,2.0,1,0,0.1766666666666667,2.1258333333333335,2
3,74.0,8892,Pave,3,Lvl,AllPub,Corner,0,NAmes,Norm,1Fam,5,7,Gable,CompShg,WdShing,None,0.0,4,3,Stone,3,3,3,1,0,1,0,105,105,GasA,4,1,SBrkr,910,0,0,910,3,1,4,5,5,0,0,Attchd,1,2,414,Y,196,0,0,GdWo,None,0,10,2008,WD,Normal,116000,0,3.0,12,55.0,1,1.0,105,150,0,0,0,1.0,1,0,0.9693548387096774,2.6666666666666665,4
3,60.0,12144,Pave,3,Lvl,AllPub,Inside,0,NAmes,Norm,1Fam,5,7,Gable,CompShg,HdBoard,None,0.0,4,3,CBlock,3,3,1,3,375,1,0,457,832,GasA,4,1,SBrkr,1036,0,232,1268,3,1,3,6,5,1,4,Attchd,1,1,288,Y,0,0,0,None,Othr,0,9,2009,WD,Normal,133000,0,3.0,59,60.0,1,1.0,1582,28,0,0,0,1.0,1,0,0.14666666666666667,2.6666666666666665,3
1,52.0,5720,Pave,3,Lvl,AllPub,Inside,0,OldTown,Artery,1Fam,5,6,Gable,CompShg,Wd Sdng,None,0.0,3,3,CBlock,3,3,1,1,0,1,0,676,676,GasA,5,1,SBrkr,676,455,0,1131,3,1,3,5,5,0,0,Detchd,1,1,200,Y,26,0,0,None,None,0,8,2009,WD,Abnorml,66500,0,3.0,59,68.0,1,1.5,676,0,1,0,0,1.5,1,0,0.16032258064516125,2.1258333333333335,3
4,75.0,9000,Pave,3,Lvl,AllPub,Inside,0,Somerst,Norm,1Fam,8,5,Gable,CompShg,CemntBd,None,0.0,4,3,PConc,4,3,3,6,64,1,0,1120,1184,GasA,5,1,SBrkr,1184,1426,0,2610,4,1,5,11,5,1,4,BuiltIn,3,2,550,Y,208,0,0,None,None,0,8,2007,New,Partial,303477,0,3.0,0,0.0,0,2.5,1504,364,0,0,0,2.0,1,0,5.022258064516129,2.1258333333333335,3
3,94.0,25286,Pave,3,HLS,AllPub,Inside,1,Mitchel,Norm,1Fam,4,5,Gable,CompShg,HdBoard,None,0.0,3,3,PConc,3,3,4,5,633,1,0,431,1064,GasA,4,1,SBrkr,1040,0,0,1040,3,1,3,5,5,0,0,Attchd,1,2,648,Y,0,0,0,None,None,0,1,2007,WD,Normal,132250,0,3.0,44,44.0,1,2.0,3596,0,0,0,0,1.0,1,0,5.2483870967741915,2.3333333333333335,1
3,74.0,8834,Pave,3,Lvl,AllPub,Inside,0,NridgHt,Norm,1Fam,9,5,Hip,CompShg,VinylSd,Stone,216.0,4,3,PConc,5,3,1,6,1170,1,0,292,1462,GasA,5,1,SBrkr,1462,762,0,2224,4,1,5,10,5,1,4,Attchd,3,3,738,Y,184,0,0,None,None,0,6,2009,WD,Normal,350000,0,3.0,4,5.0,1,3.5,7312,0,0,0,0,2.0,1,0,0.2063333333333333,2.1258333333333335,2
3,88.0,11782,Pave,2,Lvl,AllPub,Inside,0,Sawyer,Norm,1Fam,5,7,Gable,CompShg,HdBoard,None,0.0,3,3,CBlock,3,3,3,5,899,1,0,210,1109,GasA,3,1,SBrkr,1155,0,0,1155,3,1,4,6,4,0,0,Detchd,1,2,576,Y,192,0,0,MnPrv,Shed,400,6,2010,WD,Normal,148000,0,3.0,15,23.0,1,2.0,4705,0,0,0,1,1.5,1,0,0.1766666666666667,2.3333333333333335,2
3,0.0,7000,Pave,2,Lvl,AllPub,CulDSac,0,CollgCr,Norm,1Fam,5,8,Gable,CompShg,VinylSd,BrkFace,90.0,4,4,CBlock,3,3,1,5,646,1,0,218,864,GasA,5,1,SBrkr,864,0,0,864,3,1,3,6,5,0,0,Attchd,1,1,336,Y,0,0,0,GdWo,None,0,7,2009,WD,Normal,136500,0,3.0,4,31.0,1,2.0,3448,0,0,0,0,1.0,1,0,0.1558064516129032,2.1258333333333335,3
3,60.0,7024,Pave,3,Lvl,AllPub,Inside,0,Edwards,Norm,1Fam,5,5,Gable,CompShg,VinylSd,None,0.0,3,3,PConc,5,4,1,5,980,1,0,110,1090,GasA,4,1,SBrkr,1090,0,0,1090,2,1,3,5,5,0,0,Attchd,3,2,450,Y,0,0,0,None,None,0,6,2007,WD,Normal,157000,0,3.0,1,2.0,1,2.5,5010,49,0,0,0,1.0,1,0,5.254,2.0,2
3,44.0,13758,Pave,2,Lvl,AllPub,CulDSac,0,Timber,Norm,1Fam,7,5,Gable,CompShg,HdBoard,BrkFace,117.0,4,4,CBlock,4,3,2,2,902,1,0,254,1156,GasA,5,1,SBrkr,1187,530,0,1717,3,1,4,7,5,1,3,Attchd,2,2,400,Y,168,0,0,None,None,0,4,2007,WD,Normal,187500,0,3.0,16,17.0,1,2.5,2058,36,0,0,0,1.5,1,0,5.249666666666668,2.1258333333333335,2
3,0.0,9636,Pave,2,Lvl,AllPub,Corner,0,Gilbert,Norm,1Fam,6,5,Gable,CompShg,VinylSd,None,0.0,3,3,PConc,4,3,1,1,0,1,0,808,808,GasA,4,1,SBrkr,808,785,0,1593,3,1,3,7,5,1,3,BuiltIn,2,2,389,Y,342,0,0,MnPrv,None,0,12,2009,WD,Normal,178000,0,3.0,16,16.0,1,2.5,808,40,0,0,0,2.0,1,0,0.11806451612903228,1.0,4
3,60.0,6204,Pave,3,Bnk,AllPub,Inside,0,SWISU,Norm,1Fam,4,5,Gable,CompShg,Wd Sdng,None,0.0,4,3,PConc,3,2,1,1,0,1,0,795,795,GasA,3,0,SBrkr,954,795,481,2230,5,1,3,10,5,0,0,Detchd,1,1,440,Y,0,0,0,None,None,0,3,2006,WD,Normal,118500,0,3.5,56,9.0,1,2.0,795,188,0,0,0,2.5,1,0,4.589354838709676,2.1258333333333335,1
3,65.0,7150,Pave,3,Lvl,AllPub,Inside,0,NAmes,Norm,1Fam,5,5,Gable,CompShg,HdBoard,BrkFace,60.0,3,3,CBlock,3,3,1,4,432,1,0,460,892,GasA,3,1,SBrkr,892,0,0,892,3,1,3,5,5,0,0,Attchd,2,1,288,Y,0,0,0,GdWo,None,0,7,2009,WD,Normal,100000,0,3.0,42,42.0,1,1.0,2188,0,0,0,0,1.0,1,0,0.1558064516129032,2.6666666666666665,3
4,50.0,5119,Pave,2,Lvl,AllPub,CulDSac,0,Somerst,Norm,TwnhsE,9,5,Gable,CompShg,MetalSd,BrkFace,60.0,4,3,PConc,5,3,3,6,1238,1,0,460,1698,GasA,5,1,SBrkr,1709,0,0,1709,2,1,4,5,5,1,3,Attchd,3,2,506,Y,97,0,0,None,None,0,1,2008,CWD,Abnorml,328900,0,3.0,8,9.0,1,3.0,7888,65,0,1,0,1.0,1,0,3.940322580645162,2.1258333333333335,1
3,70.0,8393,Pave,3,Lvl,AllPub,Corner,0,NAmes,Norm,Duplex,5,5,Gable,CompShg,MetalSd,BrkFace,122.0,3,3,CBlock,3,3,1,2,528,1,0,1098,1626,GasA,5,1,SBrkr,1712,0,0,1712,4,2,3,8,5,0,0,Attchd,3,2,588,Y,272,0,0,None,None,0,6,2006,WD,Family,145000,0,3.0,1,1.0,1,2.0,2154,54,0,0,0,1.0,1,0,4.9910000000000005,2.6666666666666665,2
3,59.0,16466,Pave,2,Lvl,AllPub,Inside,0,Edwards,Norm,1Fam,5,7,Gable,CompShg,MetalSd,None,0.0,3,4,PConc,3,3,1,1,0,1,0,816,816,GasA,3,1,SBrkr,872,521,0,1393,3,1,3,8,5,0,0,Attchd,1,1,300,Y,121,0,0,None,None,0,4,2008,WD,Normal,135500,0,3.0,53,53.0,1,1.5,816,265,0,0,0,1.5,1,0,2.2783333333333338,2.0,2
3,95.0,15865,Pave,2,Lvl,AllPub,Inside,1,NAmes,Norm,1Fam,8,6,Flat,Tar&Grv,Wd Sdng,None,0.0,4,4,PConc,3,4,4,5,351,3,823,1043,2217,GasA,5,1,SBrkr,2217,0,0,2217,4,1,4,8,5,1,3,Attchd,1,2,621,Y,81,0,0,None,None,0,10,2007,WD,Normal,268000,0,3.0,37,37.0,1,3.0,4224,431,0,0,0,1.0,1,0,4.7554838709677405,2.6666666666666665,4
3,128.0,12160,Pave,3,Lvl,AllPub,Inside,0,NAmes,Feedr,1Fam,6,4,Hip,CompShg,Wd Sdng,BrkFace,90.0,3,3,CBlock,3,3,1,4,1024,1,0,481,1505,GasA,5,1,SBrkr,1505,0,0,1505,2,1,3,6,5,1,3,Attchd,2,2,505,Y,0,0,0,None,None,0,2,2009,WD,Normal,149500,0,3.0,56,56.0,1,2.0,4577,162,1,0,0,1.0,1,0,0.2221428571428572,2.6666666666666665,1
3,60.0,8064,Pave,3,Lvl,AllPub,Corner,0,NAmes,Artery,1Fam,5,7,Gable,CompShg,MetalSd,None,0.0,3,4,CBlock,3,3,2,1,0,1,0,672,672,GasA,5,1,SBrkr,672,252,0,924,3,1,3,6,5,1,1,Detchd,1,2,576,Y,0,0,0,MnPrv,Shed,2000,7,2007,WD,Normal,122900,0,3.0,1,4.0,1,1.0,672,0,1,0,0,1.5,1,0,5.258387096774194,2.6666666666666665,3
3,70.0,11184,Pave,3,Lvl,AllPub,Inside,0,Sawyer,Norm,1Fam,6,5,Hip,CompShg,HdBoard,BrkFace,92.0,3,3,CBlock,3,3,1,2,226,3,500,192,918,GasA,4,1,SBrkr,918,765,0,1683,3,1,3,7,5,1,3,Attchd,2,2,440,Y,243,0,0,None,None,0,7,2009,WD,Normal,172500,0,3.0,31,31.0,1,2.5,1952,0,0,0,0,2.0,1,0,0.1558064516129032,2.3333333333333335,3
