,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,BldgType,OverallQual,OverallCond,RoofStyle,RoofMatl,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageArea,PavedDrive,WoodDeckSF,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,Pool,GarageQuality,HouseAge,GarageAge,Remodel,TotalBath,WeightTotalBsmtSF,TotalPorchSF,Condition2Renew,PUD,SFoyer,Floor,Finish,SLvl,ExteriorBin,Interest,Qrtr,ATNHPIUS11180Q,SalePriceAd
765,3,75.0,14587,Pave,2,Lvl,AllPub,Inside,0,Somerst,Norm,1Fam,9,5,Gable,CompShg,Stone,284.0,4,3,PConc,4,3,1,1,0,1,0,1498,1498,GasA,5,1,SBrkr,1506,0,0,1506,2,1,5,6,5,1,4,Attchd,3,2,592,Y,0,0,0,None,None,0,8,2008,New,Partial,264132,0,3.0,0,0.0,0,2.0,1498,174,0,0,0,1.0,1,0,1.0,1.996451612903225,3,166.24,158885.948026949
766,3,80.0,10421,Pave,3,Lvl,AllPub,Inside,0,NWAmes,Norm,1Fam,7,5,Gable,CompShg,BrkFace,42.0,3,3,CBlock,4,3,1,6,394,1,0,586,980,GasA,3,1,SBrkr,980,734,0,1714,3,1,3,7,5,1,3,Attchd,1,2,496,Y,228,0,0,MnPrv,Shed,500,3,2010,WD,Normal,196500,0,3.0,22,22.0,1,2.5,2950,222,0,0,0,2.0,1,0,0.75,0.16451612903225812,1,162.76,120729.90906856723
767,3,75.0,12508,Pave,2,Lvl,AllPub,Inside,0,Mitchel,Norm,1Fam,6,7,Gable,CompShg,None,0.0,3,3,CBlock,4,3,2,5,660,1,0,323,983,GasA,5,1,SBrkr,983,767,0,1750,4,1,3,7,3,0,0,Attchd,1,1,423,Y,245,0,0,None,Shed,1300,7,2008,WD,Normal,160000,0,3.0,23,19.0,1,3.0,3623,156,0,0,0,1.5,1,0,1.0,2.009677419354839,3,166.24,96246.39076034648
768,3,70.0,9100,Pave,3,Lvl,AllPub,Inside,0,CollgCr,Norm,1Fam,7,5,Hip,CompShg,None,0.0,4,3,PConc,4,3,1,6,24,1,0,1836,1860,GasA,5,1,SBrkr,1836,0,0,1836,3,1,4,8,5,1,4,Attchd,3,2,484,Y,120,0,0,None,None,0,10,2006,WD,Normal,216837,0,3.0,1,2.0,1,2.0,1980,33,0,0,0,1.0,1,0,1.0,5.245161290322579,4,164.19,132064.68116206833
769,3,47.0,53504,Pave,1,HLS,AllPub,CulDSac,1,StoneBr,Norm,1Fam,8,5,Hip,CompShg,BrkFace,603.0,5,3,PConc,4,3,4,5,1416,1,0,234,1650,GasA,5,1,SBrkr,1690,1589,0,3279,4,1,5,12,3,1,4,BuiltIn,3,3,841,Y,503,0,0,None,None,0,6,2010,WD,Normal,538000,0,3.0,7,7.0,1,4.5,7314,246,0,0,0,2.0,1,0,1.0,0.1766666666666667,2,166.25,323609.02255639096
770,3,0.0,7252,Pave,2,Lvl,AllPub,CulDSac,0,Sawyer,Norm,1Fam,5,5,Hip,CompShg,None,0.0,3,3,CBlock,4,3,3,6,685,1,0,173,858,GasA,3,1,SBrkr,858,0,0,858,2,1,3,5,5,0,0,Detchd,1,2,576,Y,120,0,0,None,None,0,4,2009,WD,Normal,134900,0,3.0,27,26.0,1,2.0,4283,0,0,0,1,1.5,1,0,0.5,0.15033333333333332,2,168.15,80225.98870056497
771,3,67.0,8877,Pave,3,Lvl,AllPub,Inside,0,Edwards,Norm,1Fam,4,5,Gable,CompShg,None,0.0,3,3,CBlock,2,2,1,2,836,1,0,0,836,GasA,3,1,FuseF,1220,0,0,1220,2,1,3,6,5,0,0,Detchd,1,2,396,Y,0,0,0,None,None,0,4,2006,COD,Normal,102000,0,3.0,55,55.0,1,1.0,1672,0,0,0,0,1.0,1,0,0.5,4.790333333333334,2,163.69,62312.90854664304
772,3,94.0,7819,Pave,3,Lvl,AllPub,Inside,0,Edwards,Norm,1Fam,6,5,Gable,CompShg,None,0.0,3,3,CBlock,3,3,3,5,422,4,127,480,1029,GasA,3,1,SBrkr,1117,0,0,1117,3,1,3,6,5,1,3,Detchd,1,2,672,Y,144,0,0,MnPrv,None,0,3,2010,WD,Abnorml,107000,0,3.0,34,34.0,1,2.0,2618,0,0,0,0,1.5,1,1,0.75,0.16451612903225812,1,162.76,65740.96829687884
773,3,70.0,10150,Pave,3,Lvl,AllPub,Inside,0,NAmes,Feedr,1Fam,5,5,Gable,CompShg,None,1.0,3,3,CBlock,3,3,1,3,456,1,0,456,912,GasA,5,1,FuseA,912,0,0,912,2,1,3,5,5,0,0,Attchd,2,1,275,Y,0,0,0,None,None,0,7,2007,COD,Normal,114500,0,3.0,49,49.0,1,1.0,1824,0,1,0,0,1.0,1,0,0.5,5.258387096774193,3,167.17,68493.1506849315
774,3,110.0,14226,Pave,3,Lvl,AllPub,Corner,0,NridgHt,Norm,1Fam,8,5,Hip,CompShg,BrkFace,375.0,4,3,PConc,4,3,3,1,0,1,0,1935,1935,GasA,4,1,SBrkr,1973,0,0,1973,3,1,4,9,5,1,4,Attchd,3,3,895,Y,315,0,0,None,None,0,7,2007,New,Partial,395000,0,3.0,1,1.0,1,2.0,1935,45,0,0,0,1.0,1,0,1.0,5.258387096774193,3,167.17,236286.41502661962
775,1,32.0,4500,Pave,3,Lvl,AllPub,FR2,0,Mitchel,Norm,TwnhsE,6,5,Hip,CompShg,BrkFace,320.0,3,3,PConc,5,3,1,6,866,1,0,338,1204,GasA,5,1,SBrkr,1204,0,0,1204,2,1,3,5,5,0,0,Attchd,3,2,412,Y,0,0,0,None,None,0,6,2009,WD,Normal,162000,0,3.0,11,11.0,1,3.0,5534,247,0,1,0,1.0,1,0,1.0,0.2063333333333333,2,168.15,96342.55129348795
776,3,86.0,11210,Pave,2,Lvl,AllPub,Inside,0,CollgCr,Norm,1Fam,7,5,Gable,CompShg,BrkFace,240.0,4,3,PConc,4,3,3,6,20,1,0,1594,1614,GasA,5,1,SBrkr,1614,0,0,1614,3,1,4,7,5,0,0,Attchd,2,3,865,Y,144,0,0,None,None,0,7,2006,New,Partial,221500,0,3.0,0,1.0,1,2.0,1714,59,0,0,0,1.0,1,0,1.0,5.235161290322582,3,161.87,136838.2034966331
777,3,100.0,13350,Pave,2,Lvl,AllPub,Inside,0,Sawyer,Norm,1Fam,5,5,Hip,CompShg,None,0.0,3,3,CBlock,3,3,1,5,762,1,0,102,864,GasA,3,1,SBrkr,894,0,0,894,3,1,3,5,5,1,2,Attchd,1,2,440,Y,241,0,0,MnPrv,None,0,6,2006,WD,Normal,142500,0,3.0,32,32.0,1,2.0,3912,0,0,0,0,1.0,1,0,0.75,4.9910000000000005,2,163.69,87054.79870486895
778,2,60.0,8400,Pave,3,Lvl,AllPub,Inside,0,SawyerW,Feedr,Duplex,5,5,Gable,CompShg,BrkFace,320.0,3,3,Slab,0,0,0,0,0,0,0,0,0,GasA,3,1,SBrkr,2020,0,0,2020,4,2,3,10,5,2,3,Detchd,1,2,630,Y,0,0,0,None,None,0,10,2007,WD,Normal,144000,0,3.0,30,30.0,1,2.0,0,0,1,0,0,1.0,1,0,0.75,4.7554838709677405,4,167.9,85765.33650982728
779,3,78.0,10530,Pave,3,Lvl,AllPub,Inside,0,Mitchel,Norm,Duplex,6,5,Gable,CompShg,BrkFace,90.0,3,3,CBlock,4,3,4,6,975,1,0,0,975,GasA,3,1,SBrkr,1004,0,0,1004,2,1,3,4,5,0,0,Attchd,1,2,504,Y,0,0,0,None,None,0,5,2006,WD,Normal,135000,0,3.0,29,29.0,1,2.0,5850,0,0,0,1,1.5,1,0,0.75,4.940322580645163,2,163.69,82472.96719408638
780,3,63.0,7875,Pave,3,Lvl,AllPub,Inside,0,Gilbert,Norm,1Fam,7,5,Gable,CompShg,BrkFace,38.0,3,3,PConc,4,4,1,1,0,1,0,1237,1237,GasA,4,1,SBrkr,1253,0,0,1253,3,1,3,6,5,1,3,Attchd,3,2,402,Y,220,0,0,None,None,0,6,2007,WD,Normal,176000,0,3.0,11,12.0,1,2.0,1237,21,0,0,0,1.0,1,0,0.75,5.254,2,168.01,104755.6693053985
781,3,65.0,7153,Pave,3,Lvl,AllPub,Inside,0,SawyerW,Norm,1Fam,6,5,Gable,CompShg,None,0.0,4,4,PConc,4,3,1,5,387,1,0,374,761,GasA,5,1,SBrkr,810,793,0,1603,3,1,4,7,5,0,0,Attchd,2,2,484,Y,0,0,0,None,None,0,7,2006,WD,Normal,175900,0,3.0,14,14.0,1,2.5,2309,124,0,0,0,2.0,1,0,1.0,5.235161290322582,3,161.87,108667.4491876197
782,3,67.0,16285,Pave,1,Lvl,AllPub,Inside,0,CollgCr,Norm,1Fam,7,5,Gable,CompShg,None,0.0,4,3,PConc,4,3,1,1,0,1,0,1413,1413,GasA,5,1,SBrkr,1430,0,0,1430,3,1,4,6,5,0,0,Attchd,2,2,605,Y,0,0,0,None,None,0,6,2009,WD,Normal,187100,0,3.0,7,8.0,1,2.0,1413,33,0,0,0,1.0,1,0,1.0,0.2063333333333333,2,168.15,111269.6996729111
783,3,0.0,9101,Pave,2,Lvl,AllPub,Corner,0,Mitchel,Norm,1Fam,5,6,Gable,CompShg,BrkFace,104.0,3,4,PConc,4,3,3,6,1097,1,0,0,1097,GasA,5,1,SBrkr,1110,0,0,1110,1,1,4,4,5,1,3,Attchd,3,2,602,Y,303,0,0,None,None,0,7,2009,WD,Normal,165500,0,3.0,31,31.0,1,2.0,6582,30,0,0,1,1.5,1,0,0.75,0.1558064516129032,3,166.18,99590.80515104103
784,1,35.0,6300,Pave,3,Lvl,AllPub,Inside,0,OldTown,Norm,1Fam,6,6,Gable,CompShg,None,0.0,3,3,CBlock,3,3,1,1,0,1,0,742,742,GasA,5,1,SBrkr,742,742,0,1484,3,1,3,9,5,1,4,None,0,0,0,Y,0,0,0,None,None,0,6,2008,WD,Normal,128000,0,0.0,7,94.0,1,2.0,742,425,0,0,0,2.5,0,0,0.5,2.001,2,166.88,76701.82166826462
785,3,0.0,9790,Pave,3,Lvl,AllPub,Inside,0,NWAmes,Feedr,1Fam,6,5,Gable,CompShg,None,0.0,3,3,CBlock,3,3,1,3,251,2,630,491,1372,GasA,3,1,SBrkr,1342,0,0,1342,3,1,3,7,5,1,4,Attchd,1,2,457,Y,0,0,0,None,None,0,9,2009,WD,Normal,161500,0,3.0,42,42.0,1,2.0,2013,197,1,0,0,1.0,1,0,0.75,0.14666666666666667,3,166.18,97183.77662775303
786,1,60.0,10800,Pave,3,Lvl,AllPub,Inside,0,OldTown,Artery,1Fam,5,6,Gable,CompShg,None,0.0,3,4,PConc,2,3,1,2,686,1,0,0,686,GasA,3,1,SBrkr,966,686,0,1652,4,1,3,7,5,0,0,Detchd,1,1,416,Y,0,0,0,None,Shed,1200,6,2010,WD,Normal,139000,0,3.0,60,49.0,1,3.0,1372,196,1,0,0,1.5,1,0,0.5,0.1766666666666667,2,166.25,83609.02255639098
787,3,76.0,10142,Pave,2,Lvl,AllPub,Inside,0,SawyerW,Norm,1Fam,7,5,Gable,CompShg,None,0.0,4,3,PConc,4,3,1,6,656,1,0,300,956,GasA,5,1,SBrkr,956,1128,0,2084,4,1,4,8,5,0,0,BuiltIn,2,2,618,Y,0,0,0,None,None,0,1,2010,WD,Normal,233000,0,3.0,6,6.0,1,3.5,4236,45,0,0,0,2.0,1,0,1.0,0.11000000000000003,1,162.76,143155.5664782502
788,1,50.0,6000,Pave,3,Lvl,AllPub,Corner,0,OldTown,Norm,1Fam,4,7,Gable,CompShg,None,0.0,3,3,CBlock,3,3,1,1,0,1,0,901,901,GasA,5,1,SBrkr,901,0,0,901,2,1,3,4,5,0,0,Detchd,1,1,281,Y,0,0,0,None,None,0,8,2008,WD,Normal,107900,0,2.5,8,54.0,1,1.0,901,0,0,0,0,1.0,1,0,0.5,1.996451612903225,3,166.24,64906.15976900866
789,3,0.0,12205,Pave,2,Low,AllPub,Inside,0,ClearCr,Norm,1Fam,6,8,Gable,CompShg,BrkFace,157.0,3,3,CBlock,3,2,4,2,568,1,0,264,832,GasA,4,1,SBrkr,976,1111,0,2087,5,1,4,9,5,0,0,Attchd,3,2,444,Y,133,0,0,None,None,0,7,2007,WD,Normal,187500,0,3.0,0,41.0,1,2.5,1400,168,0,0,0,2.0,1,0,0.75,5.258387096774193,3,167.17,112161.27295567386
790,3,43.0,3182,Pave,3,Lvl,AllPub,Inside,0,Blmngtn,Norm,TwnhsE,7,5,Gable,CompShg,BrkFace,11.0,4,3,PConc,4,3,1,6,16,1,0,1129,1145,GasA,5,1,SBrkr,1145,0,0,1145,2,1,4,5,5,1,4,Attchd,3,2,397,Y,100,0,0,None,None,0,9,2009,WD,Normal,160200,0,3.0,3,4.0,1,2.0,1225,16,0,1,0,1.0,1,0,1.0,0.14666666666666667,3,166.18,96401.49235768443
791,3,0.0,11333,Pave,2,Lvl,AllPub,Corner,0,Mitchel,Norm,1Fam,6,5,Gable,CompShg,None,0.0,3,3,PConc,4,3,3,5,539,1,0,490,1029,GasA,3,1,SBrkr,1062,0,0,1062,3,1,3,5,5,2,3,Attchd,2,2,539,Y,120,0,0,None,None,0,5,2007,WD,Normal,146800,0,3.0,31,31.0,1,2.0,3185,0,0,0,0,1.5,1,1,0.75,5.253548387096773,2,168.01,87375.75144336648
792,3,92.0,9920,Pave,2,Lvl,AllPub,CulDSac,0,NoRidge,Norm,1Fam,7,5,Gable,CompShg,None,0.0,4,3,PConc,4,3,3,6,862,1,0,255,1117,GasA,5,1,SBrkr,1127,886,0,2013,3,1,3,8,5,1,3,Attchd,1,2,455,Y,180,0,0,None,None,0,6,2007,WD,Normal,269790,0,3.0,10,10.0,1,3.5,5427,130,0,0,0,2.0,1,0,0.5,5.254,2,168.01,160579.72739717874
793,3,76.0,9158,Pave,3,Lvl,AllPub,Inside,0,Somerst,Norm,1Fam,8,5,Gable,CompShg,Stone,140.0,4,3,PConc,4,3,3,1,0,1,0,1496,1496,GasA,5,1,SBrkr,1496,0,0,1496,3,1,4,7,5,0,0,Attchd,3,2,474,Y,168,0,0,None,None,0,6,2007,New,Partial,225000,0,3.0,0,0.0,0,2.0,1496,130,0,0,0,1.0,1,0,1.0,5.254,2,168.01,133920.59996428786
794,3,0.0,10832,Pave,2,Lvl,AllPub,Corner,0,Gilbert,Norm,1Fam,7,5,Gable,CompShg,None,0.0,4,3,PConc,4,3,1,1,0,1,0,712,712,GasA,5,1,SBrkr,1086,809,0,1895,3,1,4,7,5,1,3,Attchd,3,2,409,Y,143,0,0,None,Shed,500,10,2008,WD,Normal,194500,0,3.0,12,14.0,1,2.5,712,46,0,0,0,2.0,1,0,0.5,0.9693548387096774,4,166.91,116529.8663950632
795,3,70.0,8400,Pave,3,Lvl,AllPub,Inside,0,SawyerW,Norm,1Fam,6,6,Gable,CompShg,BrkFace,130.0,3,3,CBlock,4,3,1,1,0,1,0,650,650,GasA,3,1,SBrkr,888,676,0,1564,3,1,3,7,5,1,3,Attchd,1,2,476,Y,0,0,0,MnPrv,None,0,4,2010,WD,Normal,171000,0,3.0,29,30.0,1,2.5,650,254,0,0,0,2.0,1,0,0.75,0.1983333333333334,2,166.25,102857.14285714286
796,3,71.0,8197,Pave,3,Lvl,AllPub,Inside,0,Sawyer,Norm,1Fam,6,5,Gable,CompShg,BrkFace,148.0,3,3,CBlock,3,3,1,1,0,1,0,660,660,GasA,5,1,SBrkr,1285,0,0,1285,3,1,3,7,5,1,3,Attchd,2,2,528,Y,138,0,0,MnPrv,None,0,4,2007,WD,Normal,143500,0,3.0,30,30.0,1,1.5,660,0,0,0,0,1.0,1,0,0.75,5.249666666666668,2,168.01,85411.58264389024
797,3,57.0,7677,Pave,3,Lvl,AllPub,Inside,0,NAmes,Norm,1Fam,5,5,Gable,CompShg,None,0.0,3,3,CBlock,3,3,1,4,570,1,0,203,773,GasA,4,1,SBrkr,773,0,0,773,2,1,3,4,5,0,0,Attchd,1,1,240,Y,0,0,0,None,None,0,4,2008,WD,Abnorml,110000,0,3.0,55,55.0,1,1.0,2483,0,0,0,0,1.0,1,0,1.0,2.2783333333333338,2,166.88,65915.62799616491
798,3,104.0,13518,Pave,3,Lvl,AllPub,Inside,0,NridgHt,Norm,1Fam,9,5,Hip,CompShg,Stone,860.0,5,3,PConc,5,3,1,1,0,1,0,1926,1926,GasA,5,1,SBrkr,1966,1174,0,3140,4,1,5,11,5,2,4,BuiltIn,3,3,820,Y,144,0,0,None,None,0,7,2009,New,Partial,485000,0,3.0,0,0.0,1,3.5,1926,78,0,0,0,2.0,1,0,1.0,0.1558064516129032,3,166.18,291852.2084486701
799,3,60.0,7200,Pave,3,Lvl,AllPub,Corner,0,SWISU,Feedr,1Fam,5,7,Gable,CompShg,BrkFace,252.0,3,3,BrkTil,4,3,1,5,569,1,0,162,731,GasA,5,1,SBrkr,981,787,0,1768,3,1,4,7,5,2,3,Detchd,1,1,240,Y,0,0,0,MnPrv,None,0,6,2007,WD,Normal,175000,0,3.0,57,68.0,1,2.5,3007,264,1,0,0,1.5,1,0,0.5,5.254,2,168.01,104160.46663889055
800,3,79.0,12798,Pave,2,HLS,AllPub,Inside,1,ClearCr,Feedr,1Fam,6,5,Gable,CompShg,None,0.0,3,3,PConc,4,3,4,6,462,1,0,154,616,GasA,4,1,SBrkr,616,1072,0,1688,4,1,4,8,5,0,0,Attchd,2,2,603,Y,403,0,0,None,Shed,400,5,2008,WD,Normal,200000,0,3.0,11,11.0,1,3.5,2926,299,1,0,0,2.0,1,0,1.0,1.9783870967741932,2,166.88,119846.59635666346
801,1,40.0,4800,Pave,3,Lvl,AllPub,Inside,0,IDOTRR,Norm,1Fam,4,7,Gable,CompShg,None,0.0,3,3,CBlock,3,3,1,2,197,1,0,999,1196,GasA,5,1,FuseA,1196,0,0,1196,2,1,3,5,5,0,0,Detchd,1,2,440,Y,0,0,0,None,None,0,7,2007,WD,Normal,109900,0,3.0,17,50.0,1,2.0,1393,0,0,0,0,1.0,1,0,0.5,5.258387096774193,3,167.17,65741.46078841898
802,3,63.0,8199,Pave,3,Lvl,AllPub,Inside,0,CollgCr,Norm,1Fam,7,5,Gable,CompShg,None,0.0,4,3,PConc,4,3,3,6,648,1,0,80,728,GasA,5,1,SBrkr,728,728,0,1456,3,1,4,7,5,1,4,Attchd,3,2,410,Y,36,0,0,None,None,0,10,2008,WD,Normal,189000,0,3.0,3,3.0,1,3.5,3968,18,0,0,0,2.0,1,0,0.5,0.9693548387096774,4,166.91,113234.67737103828
803,3,107.0,13891,Pave,3,Lvl,AllPub,Inside,0,NridgHt,Norm,1Fam,9,5,Hip,CompShg,Stone,424.0,5,3,PConc,5,3,4,1,0,1,0,1734,1734,GasA,5,1,SBrkr,1734,1088,0,2822,4,1,5,12,5,1,4,BuiltIn,2,3,1020,Y,52,0,0,None,None,0,1,2009,New,Partial,582933,0,3.0,0,0.0,1,3.5,1734,362,0,0,0,2.0,1,0,1.0,0.15419354838709684,1,168.96,345012.4289772727
804,3,75.0,9000,Pave,3,Lvl,AllPub,Inside,0,NAmes,Norm,1Fam,5,5,Gable,CompShg,None,0.0,3,3,CBlock,3,3,1,2,812,1,0,124,936,GasA,3,1,SBrkr,1128,0,0,1128,2,1,3,5,4,0,0,Attchd,1,1,286,Y,0,0,0,GdWo,None,0,6,2006,WD,Family,118000,0,3.0,52,52.0,1,1.0,1748,0,0,0,0,1.0,1,0,0.5,4.9910000000000005,2,163.69,72087.48243631254
805,3,91.0,12274,Pave,2,Lvl,AllPub,FR2,0,Somerst,Norm,1Fam,7,5,Gable,CompShg,Stone,256.0,4,3,PConc,4,3,1,1,0,1,0,1417,1417,GasA,5,1,SBrkr,1428,0,0,1428,3,1,5,6,5,0,0,Attchd,2,2,554,Y,0,0,0,None,None,0,7,2008,New,Partial,227680,0,3.0,0,0.0,0,2.0,1417,60,0,0,0,1.0,1,0,1.0,2.009677419354839,3,166.24,136958.61405197304
806,3,75.0,9750,Pave,3,Lvl,AllPub,Inside,0,NAmes,Norm,1Fam,5,5,Gable,CompShg,None,0.0,3,3,PConc,3,3,3,5,400,3,480,100,980,GasA,4,1,SBrkr,980,0,0,980,3,1,3,6,5,0,0,Attchd,3,1,384,Y,68,0,0,None,None,0,10,2006,WD,Normal,135500,0,3.0,39,39.0,1,2.0,3440,0,0,0,0,1.5,1,1,1.0,5.245161290322579,4,164.19,82526.34143370486
807,3,144.0,21384,Pave,3,Lvl,AllPub,Inside,0,BrkSide,Norm,1Fam,5,6,Gable,CompShg,None,0.0,3,3,CBlock,3,3,4,6,1309,1,0,15,1324,GasA,5,1,SBrkr,1072,504,0,1576,3,1,4,6,5,1,3,Attchd,2,2,528,Y,0,0,0,None,None,0,5,2009,WD,Normal,223500,0,3.0,5,86.0,1,3.5,7869,312,0,0,0,2.0,1,0,0.5,0.17741935483870971,2,168.15,132917.03835860838
808,3,85.0,13400,Pave,3,Lvl,AllPub,Inside,0,NAmes,Norm,1Fam,5,5,Gable,CompShg,BrkFace,1047.0,3,3,CBlock,3,3,3,5,516,4,128,380,1024,GasA,3,1,SBrkr,1086,0,0,1086,3,1,3,6,5,1,4,Attchd,2,2,484,Y,0,0,0,GdWo,None,0,6,2006,WD,Normal,159950,0,3.0,40,40.0,1,2.0,3092,0,0,0,0,1.5,1,1,1.0,4.9910000000000005,2,163.69,97715.19335328975
809,1,90.0,8100,Pave,3,Lvl,AllPub,Corner,0,OldTown,Norm,1Fam,5,5,Hip,CompShg,None,0.0,3,3,PConc,3,3,1,1,0,1,0,849,849,GasA,3,0,FuseA,1075,1063,0,2138,2,3,3,11,5,0,0,Detchd,1,2,360,N,40,0,0,MnPrv,None,0,11,2009,WD,Normal,106000,0,1.5,44,99.0,1,2.0,849,156,0,0,0,2.5,0,0,0.25,0.119,4,167.06,63450.25739255357
810,3,78.0,10140,Pave,3,Lvl,AllPub,Inside,0,NWAmes,Norm,1Fam,6,6,Hip,CompShg,BrkFace,99.0,3,3,CBlock,3,3,1,5,663,2,377,0,1040,GasA,2,1,SBrkr,1309,0,0,1309,3,1,4,5,5,1,2,Attchd,2,2,484,Y,265,648,2,GdPrv,None,0,1,2006,WD,Normal,181000,1,3.0,7,32.0,1,2.5,4069,0,0,0,0,1.0,1,0,0.75,4.28516129032258,1,162.69,111254.53316122688
811,1,0.0,4438,Pave,3,Lvl,AllPub,Inside,0,CollgCr,Norm,TwnhsE,6,5,Gable,CompShg,BrkFace,169.0,4,3,PConc,4,3,4,6,662,1,0,186,848,GasA,5,1,SBrkr,848,0,0,848,1,1,4,4,5,1,4,Attchd,3,2,420,Y,140,0,0,None,None,0,6,2008,ConLD,Normal,144500,0,3.0,4,4.0,1,2.0,4158,0,0,1,0,1.0,1,0,1.0,2.001,2,166.88,86589.16586768936
812,0,66.0,8712,Grvl,3,Bnk,AllPub,Inside,1,IDOTRR,Norm,1Fam,5,5,Hip,CompShg,None,0.0,2,3,CBlock,3,3,3,1,0,1,0,540,540,GasA,3,0,FuseA,1044,0,0,1044,2,1,2,4,5,0,0,Basment,1,2,504,N,0,0,0,None,Shed,54,6,2010,WD,Alloca,55993,0,3.0,58,58.0,1,1.0,540,0,0,0,0,1.0,1,0,0.5,0.1766666666666667,2,166.25,33680.0
813,3,75.0,9750,Pave,3,Lvl,AllPub,Inside,0,NAmes,Norm,1Fam,6,6,Gable,CompShg,BrkFace,243.0,3,3,CBlock,3,3,1,3,608,1,0,834,1442,GasA,4,1,SBrkr,1442,0,0,1442,4,1,3,7,5,0,0,Attchd,2,1,301,Y,0,0,0,None,Shed,500,4,2007,COD,Normal,157900,0,3.0,49,49.0,1,1.5,2658,275,0,0,0,1.0,1,0,0.5,5.249666666666668,2,168.01,93982.50104160467
814,3,45.0,8248,Pave,3,Lvl,AllPub,Inside,0,Edwards,Norm,1Fam,5,7,Gable,CompShg,None,0.0,3,3,BrkTil,3,3,1,1,0,1,0,686,686,GasW,4,1,SBrkr,686,564,0,1250,3,1,2,7,5,0,0,Detchd,1,1,280,P,207,0,0,None,None,0,7,2006,WD,Normal,116000,0,3.0,56,51.0,1,2.0,686,96,0,0,0,1.5,1,0,0.5,5.235161290322582,3,161.87,71662.44517205165
815,3,48.0,12137,Pave,1,Lvl,AllPub,CulDSac,0,CollgCr,Norm,1Fam,7,5,Gable,CompShg,BrkFace,442.0,3,3,PConc,4,3,1,1,0,1,0,1649,1649,GasA,5,1,SBrkr,1661,0,0,1661,3,1,4,6,5,0,0,Attchd,2,2,598,Y,0,0,0,None,None,0,5,2010,WD,Normal,224900,0,3.0,12,12.0,1,2.0,1649,34,0,0,0,1.0,1,0,1.0,0.2006451612903227,2,166.25,135278.1954887218
816,3,0.0,11425,Pave,2,Lvl,AllPub,Corner,0,NAmes,Norm,1Fam,5,6,Gable,CompShg,None,0.0,3,3,CBlock,3,3,1,4,486,1,0,522,1008,GasA,4,1,SBrkr,1008,0,0,1008,2,1,3,4,5,1,4,Attchd,2,1,275,Y,0,0,0,None,None,0,7,2006,WD,Normal,137000,0,3.0,52,52.0,1,1.0,2466,120,0,0,0,1.0,1,0,0.75,5.235161290322582,3,161.87,84635.81886699203
817,3,0.0,13265,Pave,2,Lvl,AllPub,CulDSac,0,Mitchel,Norm,1Fam,8,5,Hip,CompShg,BrkFace,148.0,4,3,PConc,4,3,1,6,1218,1,0,350,1568,GasA,5,1,SBrkr,1689,0,0,1689,3,1,4,7,5,2,4,Attchd,2,3,857,Y,150,0,0,None,None,0,7,2008,WD,Normal,271000,0,3.0,6,6.0,1,3.0,7658,59,0,0,0,1.0,1,0,1.0,2.009677419354839,3,166.24,163017.32435033686
818,3,80.0,8816,Pave,3,Lvl,AllPub,Inside,0,ClearCr,Norm,1Fam,6,7,Gable,CompShg,BrkFace,80.0,3,3,CBlock,3,3,3,6,504,1,0,506,1010,GasA,4,1,SBrkr,1052,0,0,1052,3,1,3,6,5,0,0,Attchd,1,2,440,Y,0,0,0,MnPrv,None,0,6,2010,WD,Normal,155000,0,3.0,39,39.0,1,2.0,3530,0,0,0,0,1.5,1,1,0.75,0.1766666666666667,2,166.25,93233.08270676692
819,3,44.0,6371,Pave,2,Lvl,AllPub,Inside,0,NridgHt,Norm,TwnhsE,7,5,Gable,CompShg,Stone,128.0,4,3,PConc,4,3,2,6,733,1,0,625,1358,GasA,5,1,SBrkr,1358,0,0,1358,2,1,4,6,5,1,4,Attchd,2,2,484,Y,192,0,0,None,None,0,6,2010,New,Partial,224000,0,3.0,0,0.0,1,3.0,5023,35,0,1,0,1.0,1,0,1.0,0.1766666666666667,2,166.25,134736.84210526315
820,3,72.0,7226,Pave,2,Lvl,AllPub,CulDSac,0,CollgCr,Norm,1Fam,7,5,Gable,CompShg,None,0.0,4,3,PConc,4,3,1,1,0,1,0,798,798,GasA,5,1,SBrkr,798,842,0,1640,3,1,4,6,5,0,0,Attchd,2,2,595,Y,0,0,0,None,None,0,6,2008,WD,Normal,183000,0,3.0,5,5.0,1,2.5,798,45,0,0,0,2.0,1,0,1.0,2.001,2,166.88,109659.63566634707
